Min-Young Song	{'M'}
Stockard Channing	{'F'}
Jeff Conaway	{'M'}
Michael Tucci	{'M'}
Didi Conn	{'F'}
Eve Arden	{'F'}
Annette Charles	{'F'}
Frankie Avalon	{'M'}
Dinah Manoff	{'F'}
Jamie Donnelly	{'F'}
Kelly Ward	{'M'}
Joan Blondell	{'F'}
Lorenzo Lamas	{'M'}
Michael Biehn	{'M'}
Michelle Pfeiffer	{'F'}
Lorna Luft	{'F'}
Adrian Zmed	{'M'}
Maxwell Caulfield	{'M'}
John Travolta	{'M'}
John Leguizamo	{'M'}
Hayden Christensen	{'M'}
Thandie Newton	{'F'}
Jacob Latimore	{'M'}
Taylor Groothuis	{'F'}
Jordan Trovillion	{'F'}
Arthur Cartwright	{'M'}
Neal Huff	{'M'}
Hugh Maguire	{'M'}
Erin Nicole Brolley	{'F'}
Stephen Clark	{'M'}
Larry Fessenden	{'M'}
Nicholas Yu	{'M'}
Christina Benjamin	{'F'}
Catherine Deneuve	{'F'}
Michel Piccoli	{'M'}
Marcello Mastroianni	{'M'}
Henri Garcin	{'M'}
Julie Gayet	{'F'}
Mathieu Demy	{'M'}
Emmanuel Salinger	{'M'}
Fanny Ardant	{'F'}
Jean-Paul Belmondo	{'M'}
Romane Bohringer	{'F'}
Sandrine Bonnaire	{'F'}
Jean-Claude Brialy	{'M'}
Robert De Niro	{'M'}
Gina Lollobrigida	{'F'}
Jeanne Moreau	{'F'}
Leonardo DiCaprio	{'M'}
Giacomo Furia	{'M'}
Dante Maggio	{'M'}
Pierre Étaix	{'M'}
Anita Ekberg	{'F'}
Charlie Rivel	{'M'}
Gigi Reder	{'M'}
Tino Scotti	{'M'}
Annie Fratellini	{'F'}
Riccardo Billi	{'M'}
Fanfulla	{'M'}
Alvaro Vitali	{'M'}
Peter Brocco	{'M'}
Louis Hayward	{'M'}
Lee Bowman	{'M'}
Jane Wyatt	{'F'}
Dorothy Patrick	{'F'}
Anne Shoemaker	{'F'}
Jody Gilbert	{'F'}
Howland Chamberlain	{'M'}
Margaret Seddon	{'F'}
Sarah Padden	{'F'}
Kathleen Freeman	{'F'}
Will Wright	{'M'}
Leslie Kimmell	{'M'}
Johannes Heesters	{'M'}
Charles Vanel	{'M'}
Françoise Rosay	{'F'}
Pierre Richard-Willm	{'M'}
Marie Bell	{'F'}
Pierre Larquey	{'M'}
Juliet Stevenson	{'F'}
Patrick Stewart	{'M'}
Kenneth Welsh	{'M'}
Sydney White UK	{'F'}
James Stewart	{'M'}
Joanne Dru	{'F'}
Dan Duryea	{'M'}
Harry Morgan	{'M'}
Cecilia Roth	{'F'}
Carmen Maura	{'F'}
Luis Hostalot	{'M'}
Kiti Manver	{'F'}
Chus Lampreave	{'F'}
Fred Astaire	{'M'}
Lucille Bremer	{'F'}
Frank Morgan	{'M'}
Mildred Natwick	{'F'}
Howard Vernon	{'M'}
Corey Sevier	{'M'}
Tom Sizemore	{'M'}
Grace Kosaka	{'F'}
Cynthia Dale	{'F'}
Arcadiy Golubovich	{'M'}
Ajith Kumar	{'M'}
Senthil	{'M'}
Manivannan	{'M'}
Goundamani	{'M'}
Raasi	{'F'}
Mithun Chakraborty	{'M'}
Farooq Shaikh	{'M'}
Prem Chopra	{'M'}
Rekha Ganesan	{'F'}
Rohini Hattangadi	{'F'}
Padma Rani	{'F'}
Sahila Chadha	{'F'}
Carole Lombard	{'F'}
Alison Skipworth	{'F'}
Chester Morris	{'M'}
Cary Grant	{'M'}
Hannes Messemer	{'M'}
Mario Adorf	{'M'}
Werner Peters	{'M'}
Claus Holm	{'M'}
Denise Dowse	{'F'}
Greg Germann	{'M'}
Beth Broderick	{'F'}
J. R. Bourne	{'M'}
Ashley Rickards	{'F'}
Robert John Burke	{'M'}
Nancy Allen	{'F'}
Rip Torn	{'M'}
John Castle	{'M'}
Jill Hennessy	{'F'}
Mako	{'M'}
CCH Pounder	{'F'}
Stephen Root	{'M'}
Robert Doqui	{'M'}
Felton Perry	{'M'}
Remy Ryan	{'F'}
Daniel von Bargen	{'M'}
Mario Machado	{'M'}
Jodi Long	{'F'}
John Posey	{'M'}
Bradley Whitford	{'M'}
Bruce Locke	{'M'}
Stanley Anderson	{'M'}
Nina Proll	{'F'}
Goya Toledo	{'F'}
Simon Schwarz	{'M'}
Martin Feifel	{'M'}
Sujatha	{'F', 'M'}
Simran Bagga	{'F'}
Prithviraj	{'M'}
Venniradai Moorthy	{'M'}
Kovai Sarala	{'F'}
Dhamu	{'M'}
Nazima	{'F'}
Deb Mukherjee	{'M'}
Ashok Kumar	{'M'}
Nanda	{'F'}
Pran Sikhand	{'M'}
Raj Mehra	{'M'}
Chandrima Bhaduri	{'F'}
Polson	{'M'}
Jill Clayburgh	{'F'}
Michael Murphy	{'M'}
Cliff Gorman	{'M'}
Patricia Quinn	{'F'}
Kelly Bishop	{'F'}
Alan Bates	{'M'}
Lisa Lucas	{'F'}
Linda Miller	{'F'}
Daniel Seltzer	{'M'}
Matthew Arkin	{'M'}
Penelope Russianoff	{'F'}
Novella Nelson	{'F'}
Raymond J. Barry	{'M'}
Ivan Karp	{'M'}
John Feldmann	{'M'}
Greg Avery	{'M'}
Steven Best	{'M'}
Robin Webb	{'M'}
Jerry Vlasak	{'M'}
Keith Mann	{'M'}
Ronnie Lee	{'M'}
Chris DeRose	{'M'}
Kevin Jonas	{'M'}
Paul Watson	{'M'}
Hardy Krüger	{'M'}
Michael Goodliffe	{'M'}
Jack Gwillim	{'M'}
Alec McCowen	{'M'}
Colin Gordon	{'M'}
Terence Alexander	{'M'}
Julian Somers	{'M'}
Andrew Faulds	{'M'}
Christopher Reeve	{'M'}
Maria Schell	{'F'}
Ned Beatty	{'M'}
Gene Hackman	{'M'}
Trevor Howard	{'M'}
Terence Stamp	{'M'}
Marc McClure	{'M'}
Jackie Cooper	{'M'}
Glenn Ford	{'M'}
Margot Kidder	{'F'}
Jeff East	{'M'}
Susannah York	{'F'}
Phyllis Thaxter	{'F'}
Valerie Perrine	{'F'}
Sarah Douglas	{'F'}
Marlon Brando	{'M'}
Jack O'Halloran	{'M'}
Pier Paolo Pasolini	{'M'}
Lloyd Nolan	{'M'}
Elroy Hirsch	{'M'}
Joseph Crehan	{'M'}
James Millican	{'M'}
James Brown	{'M'}
Roscoe Arbuckle	{'M'}
Navya Nair	{'F'}
Kunchacko Boban	{'M'}
Jagathi Sreekumar	{'M'}
Riyaz Khan	{'M'}
Basil Sydney	{'M'}
Peggy Ashcroft	{'F'}
Frank Cellier	{'M'}
Bernard Lee	{'M'}
Oscar Homolka	{'M'}
Walter Huston	{'M'}
Robert Logan	{'M'}
Susan Damante-Shaw	{'F'}
Heather Rattray	{'F'}
William Bryant	{'M'}
George Buck Flower	{'M'}
David Ross Paterson	{'M'}
Grant Bowler	{'M'}
Jacqueline McKenzie	{'F'}
Rachel Ward	{'F'}
Bryan Brown	{'M'}
Armand Assante	{'M'}
Steve Bastoni	{'M'}
Kevin Copeland	{'M'}
Charlize Theron	{'F'}
Lawrence Pressman	{'M'}
Alexandra Wentworth	{'F'}
Austin Pendleton	{'M'}
Michael Richards	{'M'}
Jennifer Coolidge	{'F'}
Jeff Daniels	{'M'}
Til Schweiger	{'M'}
Julia Dietze	{'F'}
Rick Kavanian	{'M'}
Thomas Gottschalk	{'M'}
Udo Kier	{'M'}
Michael Mailer	{'M'}
Fred Weller	{'M'}
Alex Feldman	{'M'}
Damon Dash	{'M'}
Barry Primus	{'M'}
Lori Singer	{'F'}
James Toback	{'M'}
Joelle Carter	{'F'}
Mike Tyson	{'M'}
Karen Allen	{'F'}
James Parris	{'M'}
Martina Stella	{'F'}
Cesare Cremonini	{'M'}
Denis Fasolo	{'M'}
Chiara Sani	{'F'}
Maria Mazza	{'F'}
Andrea Ascolese	{'M'}
Piergiorgio Fasolo	{'M'}
Mascia Foschi	{'F'}
Evelina Carmela Manna	{'F'}
Mauro Mercatali	{'M'}
Elisabetta Rocchetti	{'F'}
Sergio Romano	{'M'}
Carlo Simoni	{'M'}
Massimo Vanni	{'M'}
Giulia Weber	{'F'}
Elke Sommer	{'F'}
Otto Sander	{'M'}
Betty Grable	{'F'}
Victor Mature	{'M'}
Josh Randall	{'M'}
Lara Phillips	{'F'}
Michael Gilio	{'M'}
Pat Healy	{'M'}
Rachel Luttrell	{'F'}
Silver Tree	{'F'}
Peter Quartaroli	{'M'}
Murali	{'M'}
Eita	{'M'}
Juri Ueno	{'F'}
Kuranosuke Sasaki	{'M'}
Nirupa Roy	{'F'}
Manoj Kumar	{'M'}
Saira Banu	{'F'}
Vinod Khanna	{'M'}
Rajendra Nath	{'M'}
Kamini Kaushal	{'F'}
Manmohan	{'M'}
Krishan Dhawan	{'M'}
Joginder Shelly	{'M'}
Dorothy Burgess	{'F'}
Monte Blue	{'M'}
Yuri Lowenthal	{'M'}
Michael McConnohie	{'M'}
Mike McFarland	{'M'}
Amy Kincaid	{'F'}
Megan Hollingshead	{'F'}
Hunter MacKenzie Austin	{'F'}
Bruce Willis	{'M'}
Madeleine Stowe	{'F'}
Brad Pitt	{'M'}
David Morse	{'M'}
Christopher Meloni	{'M'}
Jon Seda	{'M'}
Rick Warner	{'M'}
Michael Chance	{'M'}
Joss Stone	{'F'}
Massimo Girotti	{'M'}
Whitney Cummings	{'F'}
Adam Leese	{'M'}
George Calil	{'M'}
Guy Henry	{'M'}
Tom Hardy	{'M'}
Gil Bellows	{'M'}
Anthony Azizi	{'M'}
Kate Buffery	{'F'}
Ross McCall	{'M'}
Kevin Christy	{'M'}
Jeremy Edwards	{'M'}
Robert Fieldsteel	{'M'}
James L. Avery, Sr.	{'M'}
Michael Berryman	{'M'}
David Carrera	{'M'}
Carl Ciarfalio	{'M'}
Lawrence Dobkin	{'M'}
Steve Donmyer	{'M'}
Richard L. Duran	{'M'}
James Patten Eagle	{'M'}
John Fifer	{'M'}
Doug Franklin	{'M'}
Kyle Fredericks	{'F'}
Gordon Greene	{'M'}
Kari Wührer	{'F'}
Marc Singer	{'M'}
Wings Hauser	{'M'}
Gemini Ganesan	{'M'}
Kamal Haasan	{'M'}
David Crouch	{'M'}
Lucinda May	{'F'}
Asrani	{'M'}
Premnath	{'M'}
Bindiya Goswami	{'F'}
Bindu	{'F'}
Jagdeep	{'M'}
Keshto Mukherjee	{'M'}
Paintal	{'M'}
Yuzuru Fujimoto	{'M'}
Toshiyuki Morikawa	{'M'}
Hideyuki Tanaka	{'M'}
Yumi Tōma	{'F'}
Michiko Neya	{'F'}
Hiroko Emori	{'F'}
Omi Minami	{'F'}
Masaharu Satō	{'M'}
Hirohiko Kakegawa	{'M'}
Isshin Chiba	{'M'}
Lillian Gish	{'F'}
Mallika Sherawat	{'F'}
Anna Hagan	{'F'}
Sarah Chalke	{'F'}
Andrew Johnston	{'M'}
Holly Marie Combs	{'F'}
Jim Thorburn	{'M'}
Michael Buie	{'M'}
